id_str,from_user,text,created_at,time,in_reply_to_user_id,user_followers_count,friends_count
235803733,rerefianaa,@sarachwatia Iya di bandung tempat vaksin covid masih terbatas bgt deh heran. Tar kalo ada info aku kabarin yaa,2021-06-22 23:59:57,2021-06-22 23:59:57,97588782,428,364
"1373889541858160640,icecreamffup,""Izin vaksin kerjaan libur âŒâŒâŒâŒâŒâŒ"
"Wkwkwkwkwkwk ini kalo di diemin bisa tiba tiba udah jadi 20 link dikirim si bapakâ€¦ https://t.co/ma0T46k2sl"",2021-06-22 23:59:56,2021-06-22 23:59:57,,1181,516"
181101955,morimosa,RT @hrdbacot: bener juga! yuk mari kita vaksin~ https://t.co/OqrdHDoJ9P,2021-06-22 23:59:52,2021-06-22 23:59:57,,378,330
"2179944890,VinaNisfa,""@darjofess Nyeri bekas suntikan, jadi gampang laper, trus ngantukan juga. Btw aku vaksin sinovac"",2021-06-22 23:59:50,2021-06-22 23:59:57,438072886,368,338"
"1343568112898043904,BinmasUlu2,""DALAM RANGKA "
HUT BHAYANGKARA KE-75

Mari mendukung Program Pemerintah
1 Juta Vaksin Seluruh Indonesia
.
"JAGOAN PALâ€¦ https://t.co/4PxG1Sv9IO"",2021-06-22 23:59:47,2021-06-22 23:59:57,,57,99"
"274476430,rajanyucare,""RT @amofficialmy: Aku tak faham ialah bila pergi pusat vaksin, kenapa perlu isi borang lagi sekali. Soalan dan consent tu sama je dalam appâ€¦"",2021-06-22 23:59:47,2021-06-22 23:59:57,,402,113"
"155963101,lelita4life,""RT @detikcom: Warga di luar DKI juga sudah bisa vaksin COVID-19 untuk 18 tahun ke atas. Daftar vaksin COVID untuk umum di Bandung, Bogor, dâ€¦"",2021-06-22 23:59:47,2021-06-22 23:59:57,,1389,666"
563611074,Aar_Arief,@ainaaulfa Ayo vaksin,2021-06-22 23:59:41,2021-06-22 23:59:57,256439847,920,284
"567977036,nekosss__,""RT @Ajim_MH: Cucuk vaksin takut tapi dengan allah tak takut. Solat tinggal, rokok hisap, aurat tak jaga, dosa pula bertambah. Neraka lagi sâ€¦"",2021-06-22 23:59:39,2021-06-22 23:59:57,,140,590"
95625678,Jaimededevangel,RT @qronoz: Thailand majuin jadwal vaksin kedua AstraZeneca jadi jeda 8 minggu dalam rangka penanggulangan penularan varian Delta.,2021-06-22 23:59:31,2021-06-22 23:59:57,,1369,2818
"357544854,Ferdians_syah,""Ternyata mulai vaksin di stadion jam 6 dong wkwkwk, apa kabar saya ini yang belom berangkat. 45menitan lagi jaraknya naik motor wkwkwk"",2021-06-22 23:59:30,2021-06-22 23:59:57,,251,254"
"4864076132,greyflowersz,""Terkadang heran gitu sama yang nolak vaksin padahal udh harusnya dia dijadwalkan dapet kek """" gw bisa jaga diri gw sâ€¦ https://t.co/VW58RDRJHj"",2021-06-22 23:59:28,2021-06-22 23:59:57,,104,877"
"400359877,BooSoonYew67,""RT @rafidah72: Sukar menghadiri temujanji. Ya lah, anak cucu jauh-jauh; PKP pulak tu. Saya sebak dan airmata kegembiraan sentiasa berlinangâ€¦"",2021-06-22 23:59:19,2021-06-22 23:59:57,,2017,4151"
"755239460,adeepishak,""apooo si bapak nak ambik vaksin esscort sampai 2 org. padahal yang nak cucuk vaksin tu sihat gedang ja. btw, ayah aâ€¦ https://t.co/9E4xbox94N"",2021-06-22 23:59:14,2021-06-22 23:59:57,,91,123"
1103296091875733504,paghoh,RT @aamalinasaid: Ayah buat ucapan AJL lepas dapat vaksinðŸ˜‚ https://t.co/SlFRfbdy1A,2021-06-22 23:59:14,2021-06-22 23:59:57,,179,99
"314298876,RZuzuk,""RT @HaissazcH: Ini pula perbandingan jumlah vaksim diperolehi dengan jumlah penduduk dalam kalangan negara membangun spt Indonesia."

"Lihatâ€¦"",2021-06-22 23:59:12,2021-06-22 23:59:57,,436,248"
"400359877,BooSoonYew67,""RT @rafidah72: MAAF"

Saya menyusun sepuluh jari memohon maaf kepada semua golongan masyarakat.

"Pernah dulu saya berpendapat rakyat Malaysiâ€¦"",2021-06-22 23:59:11,2021-06-22 23:59:57,,2017,4151"
"506059176,Urrangawak,""RT @Rizmaya__: Majelis Ulama Indonesia: Vaksin AstraZeneca Mengandung Enzim Babi """"Pilihan Tergantung Umat"""" "

Ribet banget seh yaâ€¦
"Simpel saâ€¦"",2021-06-22 23:59:09,2021-06-22 23:59:57,,3271,3303"
"1331195191311486977,NovenNancy,""@trewellu @RonnyYulianto7 @EvaSetiadi2 Masa? Sy biasa aja, tu kak?"
"Wiew, jgn2 sy salah vaksin ðŸ˜…"",2021-06-22 23:59:09,2021-06-22 23:59:57,877582552080433153,6500,5746"
216959806,amarwith1m,RT @datukhensem: Anyway fasa ke 3 program vaksin COVID 19 sudah bermula di bandar bandar besar di Sarawak hari ini. Mereka yang berumur 18â€¦,2021-06-22 23:59:07,2021-06-22 23:59:57,,968,576
"193203529,anjasopo,""RT @ffikriawan: Ngga mau vaksin, ngga mau pake masker, tapi mau cepet-cepet ada konser offline. Lha piye?"",2021-06-22 23:59:05,2021-06-22 23:59:57,,32377,540"
"346314895,Ajeengt,""RT @Gilang_Mahesa: Mulai tanggal 1 Juli 2021, RSHS melayani vaksinasi COVID19 utk umum dgn KTP se Indonesia, bukan hanya Kota Bandung atauâ€¦"",2021-06-22 23:59:05,2021-06-22 23:59:57,,1046,158"
1246378641316917249,pristine600ml,@Alfandys @hrdbacot Saya gini nih. Malah senin ga boleh masuk lagi gara2 belum bawa hasil tes antigen. Sekantor panâ€¦ https://t.co/8M3KzHNd8H,2021-06-22 23:59:03,2021-06-22 23:59:57,239299088,52,35
506059176,Urrangawak,RT @BiLLRaY2019: Majelis Ulama Indonesia: Vaksin AstraZeneca mengandung Enzim Babi â€œPilihan Tergantung Umatâ€ atau pilih di #lockdown di TPâ€¦,2021-06-22 23:59:02,2021-06-22 23:59:57,,3271,3303
91568526,asteranggra,@burhankun yg selesai vaksin eh gue yg ga bisa tidur semaleman krn bolak-balik cek suhu badannya,2021-06-22 23:59:00,2021-06-22 23:59:57,106710544,811,978
"1191617063841755136,BobaBabeley,""RT @sdenta: Kalo belum betul-betul tau, wajar jadinya takut dan ragu. Termasuk soal vaksin covid19. Berikut paparan singkat saya tentang vaâ€¦"",2021-06-22 23:58:57,2021-06-22 23:59:57,,13,315"
"630835126,vershab_,""RT @Christy_Kuri: @resiaul Meski sudah vaksinasi lengkap, prokes harus tetap dijalankan. Sejauh ini sudah ada beberapa data mengenai efektiâ€¦"",2021-06-22 23:58:51,2021-06-22 23:59:57,,1816,1776"
"2862307508,haananiii,""RT @khunswaymak: Tahukah anda,setiap vaksin perlu maintainkan cold chain? Suhu utk vaksin/ubat perlu lingkungan 2-8 degree celcius. Jika suâ€¦"",2021-06-22 23:58:49,2021-06-22 23:59:57,,142,340"
297842299,ShantyOktavian,RT @hrdbacot: bener juga! yuk mari kita vaksin~ https://t.co/OqrdHDoJ9P,2021-06-22 23:58:48,2021-06-22 23:59:57,,910,332
"506059176,Urrangawak,""RT @AnakLolina2: Pandemi datang begitu saja, banyak yg kehilangan org2 terkasih, sahabat &amp; kerabat lain."

"Dengan tidak keluarkan berbagai mâ€¦"",2021-06-22 23:58:45,2021-06-22 23:59:57,,3271,3303"
"1549647494,MaulanaYanke,""RT @uusbiasaaja: Emak bapak saya udah vaksin. Tapi masih kena. Mau berpikir waras tapi kan covid itu hitler, dia diktator, gaboleh kita menâ€¦"",2021-06-22 23:58:45,2021-06-22 23:59:57,,27,144"
